fight_id;fight_alternate_id;RedFighter;BlueFighter;RedOdds;BlueOdds;RedExpectedValue;BlueExpectedValue;Date;Location;Country;Winner;TitleBout;WeightClass;Gender;NumberOfRounds;BlueCurrentLoseStreak;BlueCurrentWinStreak;BlueDraws;BlueAvgSigStrLanded;BlueAvgSigStrPct;BlueAvgSubAtt;BlueAvgTDLanded;BlueAvgTDPct;BlueLongestWinStreak;BlueLosses;BlueTotalRoundsFought;BlueTotalTitleBouts;BlueWinsByDecisionMajority;BlueWinsByDecisionSplit;BlueWinsByDecisionUnanimous;BlueWinsByKO;BlueWinsBySubmission;BlueWinsByTKODoctorStoppage;BlueWins;BlueStance;BlueHeightCms;BlueReachCms;BlueWeightLbs;RedCurrentLoseStreak;RedCurrentWinStreak;RedDraws;RedAvgSigStrLanded;RedAvgSigStrPct;RedAvgSubAtt;RedAvgTDLanded;RedAvgTDPct;RedLongestWinStreak;RedLosses;RedTotalRoundsFought;RedTotalTitleBouts;RedWinsByDecisionMajority;RedWinsByDecisionSplit;RedWinsByDecisionUnanimous;RedWinsByKO;RedWinsBySubmission;RedWinsByTKODoctorStoppage;RedWins;RedStance;RedHeightCms;RedReachCms;RedWeightLbs;RedAge;BlueAge;LoseStreakDif;WinStreakDif;LongestWinStreakDif;WinDif;LossDif;TotalRoundDif;TotalTitleBoutDif;KODif;SubDif;HeightDif;ReachDif;AgeDif;SigStrDif;AvgSubAttDif;AvgTDDif;EmptyArena;BMatchWCRank;RMatchWCRank;RWFlyweightRank;RWFeatherweightRank;RWStrawweightRank;RWBantamweightRank;RHeavyweightRank;RLightHeavyweightRank;RMiddleweightRank;RWelterweightRank;RLightweightRank;RFeatherweightRank;RBantamweightRank;RFlyweightRank;RPFPRank;BWFlyweightRank;BWFeatherweightRank;BWStrawweightRank;BWBantamweightRank;BHeavyweightRank;BLightHeavyweightRank;BMiddleweightRank;BWelterweightRank;BLightweightRank;BFeatherweightRank;BBantamweightRank;BFlyweightRank;BPFPRank;BetterRank;Finish;FinishDetails;FinishRound;FinishRoundTime;TotalFightTimeSecs;RedDecOdds;BlueDecOdds;RSubOdds;BSubOdds;RKOOdds;BKOOdds
32;20241123zhang_mingyang-ozzy_diaz;Zhang Mingyang;Ozzy Diaz;-225,0;210,0;44,4444;210,0;2024-11-23;Macau, China;China;Red;False;Light Heavyweight;MALE;3;1;0;0;2,21;0,43;0,0;0,0;0,0;0;1;2;0;0;0;0;0;0;0;0;Orthodox;193,04;200,66;205;0;2;0;8,57;0,55;0,0;0,0;0,0;2;0;2;0;0;0;0;2;0;0;2;Orthodox;187,96;190,5;205;26;34;1;-2;-2;-2;1;0;0;-2;0;5,08;10,16;8;-6,36;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Elbow;1,0;2:25;145,0;800,0;1400,0;600,0;800,0;-185,0;450,0
33;20241123baergeng_jieleyisi-suyoung_you;Baergeng Jieleyisi;SuYoung You;190,0;-230,0;190,0;43,4783;2024-11-23;Macau, China;China;Blue;False;Bantamweight;MALE;3;0;2;0;2,11;0,42;0,3;4,67;0,58;2;0;6;0;0;1;1;0;0;0;2;Orthodox;167,64;165,1;135;0;2;0;1,75;0,38;0,3;1,65;0,75;2;1;8;0;0;0;1;0;1;0;2;Orthodox;175,26;177,8;135;28;28;0;0;0;0;-1;-2;0;0;-1;-7,62;-12,7;0;0,36;0,0;3,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;300,0;;600,0;;1100,0;
34;20241123kiru_sahota-donghun_choi;Kiru Sahota;DongHun Choi;102,0;-122,0;102,0;81,9672;2024-11-23;Macau, China;China;Blue;False;Flyweight;MALE;3;0;2;0;4,54;0,66;0,0;0,46;0,14;2;0;6;0;0;2;0;0;0;0;2;Switch;165,1;167,64;125;0;2;0;4,05;0,52;0,5;0,92;0,33;2;0;6;0;0;1;1;0;0;0;2;Orthodox;177,8;185,42;125;29;25;0;0;0;0;0;0;0;0;0;-12,7;-17,78;-4;0,49;-0,5;-0,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1,0;2:36;156,0;;150,0;;2500,0;;550,0
35;20241123shi_ming-feng_xiaocan;Shi Ming;Feng Xiaocan;380,0;-490,0;380,0;20,4082;2024-11-23;Macau, China;China;Red;False;Women's Strawweight;FEMALE;3;0;2;0;5,43;0,5;0,0;1,08;1,0;2;0;4;0;0;0;1;1;0;0;2;Southpaw;170,18;167,64;115;0;2;0;3,48;0,39;0,0;0,37;0,16;2;0;6;0;0;1;1;0;0;0;2;Orthodox;157,48;152,4;115;30;22;0;0;0;0;0;-2;0;1;0;12,7;15,24;-8;1,95;0,0;0,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Kick;3,0;0:46;646,0;480,0;-195,0;2100,0;1400,0;3600,0;550,0
36;20241123nyamjargal_tumendemberel-carlos_hernandez;Nyamjargal Tumendemberel;Carlos Hernandez;102,0;-122,0;102,0;81,9672;2024-11-23;Macau, China;China;Blue;False;Flyweight;MALE;3;2;0;0;3,9;0,45;0,2;1,6;0,21;2;3;15;0;0;2;1;0;0;0;3;Orthodox;172,72;170,18;125;0;2;0;3,13;0,38;2,4;2,42;0,31;2;0;4;0;0;1;0;0;1;0;2;Orthodox;170,18;180,34;125;26;31;2;-2;0;1;3;11;0;0;-1;2,54;-10,16;5;0,77;-2,2;-0,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3,0;5:00;900,0;450,0;130,0;500,0;400,0;600,0;1000,0
37;20241123lone'er_kavanagh-jose_ochoa;Lone'er Kavanagh;Jose Ochoa;-310,0;250,0;32,2581;250,0;2024-11-23;Macau, China;China;Red;False;Flyweight;MALE;3;0;0;0;3,33;0,31;1,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;Southpaw;170,18;170,18;125;0;1;0;3,62;0,43;0,0;0,0;0,0;1;0;1;0;0;0;0;1;0;0;1;Orthodox;162,56;170,18;125;25;23;0;-1;-1;-1;0;-1;0;-1;0;7,62;0,0;-2;-0,29;1,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;150,0;750,0;800,0;1800,0;130,0;700,0
38;20241123xiao_long-quang_le;Xiao Long;Quang Le;-144,0;136,0;69,4444;136,0;2024-11-23;Macau, China;China;Red;False;Bantamweight;MALE;3;1;0;0;3,02;0,35;0,0;1,7;0,23;0;1;3;0;0;0;0;0;0;0;0;Orthodox;167,64;177,8;135;1;0;0;5,4;0,5;0,0;0,84;0,25;2;2;12;0;1;1;0;0;0;0;2;Orthodox;172,72;177,8;135;26;33;0;0;-2;-2;-1;-9;0;0;0;-5,08;0,0;7;-2,38;0,0;0,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;3,0;1:28;688,0;185,0;225,0;490,0;1000,0;700,0;750,0
39;20241123maheshate-nikolas_motta;Maheshate;Nikolas Motta;-245,0;200,0;40,8163;200,0;2024-11-23;Macau, China;China;Blue;False;Lightweight;MALE;3;0;1;0;3,64;0,37;0,0;0,0;0,0;1;2;11;0;0;0;1;2;0;0;3;Orthodox;175,26;177,8;155;0;1;0;3,86;0,29;0,0;0,0;0,0;2;2;12;0;0;1;1;1;0;0;3;Orthodox;182,88;180,34;155;24;31;0;0;-1;0;0;-1;0;1;0;-7,62;-2,54;7;-0,22;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;650,0;;1800,0;;300,0
40;20241116jon_jones-stipe_miocic;Jon Jones;Stipe Miocic;-550,0;410,0;18,1818;410,0;2024-11-16;New York City, New York, USA;USA;Red;True;Heavyweight;MALE;5;1;0;0;4,67;0,52;0,0;1,74;0,34;6;4;46;8;0;0;5;9;0;0;14;Orthodox;193,04;203,2;240;0;18;0;4,38;0,58;0,5;1,89;0,45;18;1;74;16;0;1;9;5;6;0;21;Orthodox;193,04;213,36;248;37;42;1;-18;-12;-7;3;-28;-8;4;-6;0,0;-10,16;5;0,29;-0,5;-0,15;;8,0;0,0;;;;;0,0;;;;;;;;3,0;;;;;8,0;;;;;;;;;Red;KO/TKO;Spinning Back Kick;3,0;4:29;869,0;400,0;1400,0;200,0;3500,0;120,0;700,0
41;20241116charles_oliveira-michael_chandler;Charles Oliveira;Michael Chandler;-265,0;215,0;37,7358;215,0;2024-11-16;New York City, New York, USA;USA;Red;False;Lightweight;MALE;3;1;0;0;4,49;0,5;0,6;1,59;0,37;3;3;14;1;0;0;0;3;1;0;4;Orthodox;172,72;180,34;155;1;0;0;3,4;0,55;2,7;2,25;0,4;11;10;63;3;0;0;2;4;16;0;22;Orthodox;177,8;187,96;155;35;38;0;0;-8;-18;-7;-49;-2;-1;-15;-5,08;-7,62;3;1,09;-2,1;-0,66;;7,0;2,0;;;;;;;;;2,0;;;;;;;;;;;;;7,0;;;;;Red;U-DEC;;5,0;5:00;1500,0;1200,0;1100,0;130,0;900,0;215,0;380,0
42;20241116bo_nickal-paul_craig;Bo Nickal;Paul Craig;-1350,0;800,0;7,4074;800,0;2024-11-16;New York City, New York, USA;USA;Red;False;Middleweight;MALE;3;2;0;1;2,52;0,44;1,4;1,52;0,2;4;8;34;0;0;0;0;3;6;0;9;Orthodox;190,5;193,04;185;0;5;0;2,65;0,63;3,6;3,61;0,5;5;0;6;0;0;0;0;1;4;0;5;Southpaw;185,42;193,04;185;28;36;2;-5;-1;4;8;28;0;2;2;5,08;0,0;8;-0,13;-2,2;-2,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;700,0;3000,0;175,0;1400,0;-150,0;3000,0
43;20241116viviane_araujo-karine_silva;Viviane Araujo;Karine Silva;235,0;-290,0;235,0;34,4828;2024-11-16;New York City, New York, USA;USA;Red;False;Women's Flyweight;FEMALE;3;0;5;0;3,04;0,38;1,9;2,79;0,5;5;0;8;0;0;0;1;0;4;0;5;Orthodox;165,1;170,18;125;1;0;0;4,04;0,47;0,7;1,86;0,43;2;5;35;0;0;0;5;1;0;0;6;Orthodox;162,56;172,72;125;37;30;-1;5;3;-1;-5;-27;0;-1;4;2,54;-2,54;-7;-1,0;1,2;0,93;;11,0;;;;;;;;;;;;;;;11,0;;;;;;;;;;;;;Blue;U-DEC;;3,0;5:00;900,0;300,0;100,0;2000,0;300,0;2000,0;750,0
44;20241116mauricio_ruffy-james_llontop;Mauricio Ruffy;James Llontop;-1000,0;650,0;10,0;650,0;2024-11-16;New York City, New York, USA;USA;Red;False;Catch Weight;MALE;3;2;0;0;5,57;0,41;0,0;0,0;0,0;1;2;7;0;0;0;1;0;0;0;1;Orthodox;182,88;185,42;155;0;2;0;4,7;0,59;0,0;0,0;0,0;2;0;4;0;0;0;0;2;0;0;2;Orthodox;180,34;190,5;155;28;25;2;-2;-1;-1;2;3;0;-2;0;2,54;-5,08;-3;0,87;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;180,0;1200,0;800,0;3500,0;-150,0;1800,0
45;20241116jonathan_martinez-marcus_mcghee;Jonathan Martinez;Marcus McGhee;-105,0;-115,0;95,2381;86,9565;2024-11-16;New York City, New York, USA;USA;Blue;False;Bantamweight;MALE;3;0;3;0;6,06;0,48;0,5;0,46;0,33;3;0;5;0;0;0;0;2;1;0;3;Orthodox;172,72;175,26;135;1;0;0;4,44;0,49;0,1;0,38;0,35;6;4;39;0;0;0;6;4;0;0;10;Southpaw;172,72;177,8;135;30;34;-1;3;-3;-7;-4;-34;0;-2;1;0,0;-2,54;4;1,62;0,4;0,08;;;13,0;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;Red;U-DEC;;3,0;5:00;900,0;215,0;250,0;1400,0;1400,0;500,0;225,0
46;20241116jim_miller-damon_jackson;Jim Miller;Damon Jackson;195,0;-238,0;195,0;42,0168;2024-11-16;New York City, New York, USA;USA;Red;False;Lightweight;MALE;3;1;0;1;2,96;0,42;1,2;2,3;0,32;4;5;30;0;0;1;2;1;2;0;6;Switch;180,34;180,34;155;1;0;0;2,99;0,42;1,7;1,52;0,44;7;17;99;0;0;2;6;6;12;0;26;Southpaw;172,72;180,34;155;41;36;0;0;-3;-20;-12;-69;0;-5;-10;7,62;0,0;-5;-0,03;-0,5;0,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;1,0;2:44;164,0;550,0;130,0;900,0;400,0;500,0;500,0
47;20241116david_onama-roberto_romero;David Onama;Roberto Romero;-1450,0;850,0;6,8966;850,0;2024-11-16;New York City, New York, USA;USA;Red;False;Lightweight;MALE;3;0;0;0;4,93;0,47;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;Orthodox;172,72;177,8;155;0;2;0;5,6;0,5;0,6;0,73;0,2;2;2;14;0;0;0;1;2;1;0;4;Orthodox;180,34;187,96;145;30;24;0;-2;-2;-4;-2;-14;0;-2;-1;-7,62;-10,16;-6;-0,67;-0,6;-0,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;275,0;1400,0;275,0;4000,0;-120,0;2200,0
48;20241116marcin_tybura-jhonata_diniz;Marcin Tybura;Jhonata Diniz;-105,0;-115,0;95,2381;86,9565;2024-11-16;New York City, New York, USA;USA;Red;False;Heavyweight;MALE;3;0;3;0;3,36;0,53;0,0;0,0;0,0;3;0;6;0;0;0;1;2;0;0;3;Orthodox;193,04;200,66;254;1;0;0;3,57;0,49;0,1;1,42;0,33;5;8;49;0;1;0;6;4;1;0;12;Orthodox;190,5;198,12;249;39;33;-1;3;-2;-9;-8;-43;0;-2;-1;2,54;2,54;-6;-0,21;-0,1;-1,42;;;9,0;;;;;9,0;;;;;;;;;;;;;;;;;;;;;;Red;KO/TKO;;2,0;5:00;600,0;350,0;650,0;300,0;2200,0;450,0;165,0
49;20241116mickey_gall-ramiz_brahimaj;Mickey Gall;Ramiz Brahimaj;-170,0;142,0;58,8235;142,0;2024-11-16;New York City, New York, USA;USA;Blue;False;Welterweight;MALE;3;1;0;0;2,26;0,44;1,5;1,51;0,35;1;3;11;0;0;0;0;0;2;0;2;Orthodox;177,8;182,88;170;3;0;0;3,5;0,49;1,6;1,15;0,32;3;6;24;0;0;0;1;0;5;0;6;Switch;187,96;187,96;170;32;31;-2;0;-2;-4;-3;-13;0;0;-3;-10,16;-5,08;-1;-1,24;-0,1;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1,0;2:55;175,0;180,0;300,0;380,0;550,0;450,0;1100,0
50;20241116bassil_hafez-oban_elliott;Bassil Hafez;Oban Elliott;250,0;-310,0;250,0;32,2581;2024-11-16;New York City, New York, USA;USA;Blue;False;Welterweight;MALE;3;0;3;0;4,26;0,49;0,0;2,16;0,5;3;0;9;0;1;0;2;0;0;0;3;Orthodox;182,88;182,88;170;0;1;0;3,71;0,38;0,0;2,21;0,24;1;1;6;0;0;0;1;0;0;0;1;Orthodox;180,34;182,88;170;32;26;0;2;2;2;-1;3;0;0;0;2,54;0,0;-6;0,55;0,0;-0,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;3,0;0:40;640,0;500,0;-150,0;900,0;1200,0;1200,0;450,0
51;20241116veronica_hardy-eduarda_moura;Veronica Hardy;Eduarda Moura;;;;;2024-11-16;New York City, New York, USA;USA;Blue;False;Women's Flyweight;FEMALE;3;1;0;0;2,6;0,49;0,4;4,37;0,35;2;1;6;0;0;0;0;1;1;0;2;Orthodox;167,64;167,64;125;0;3;0;3,12;0,45;0,3;0,93;0,41;3;4;21;0;0;1;2;0;1;0;4;Southpaw;162,56;162,56;125;29;30;1;-3;-1;-2;-3;-15;0;1;0;5,08;5,08;1;-0,52;0,1;3,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
52;20241109neil_magny-carlos_prates;Neil Magny;Carlos Prates;550,0;-800,0;550,0;12,5;2024-11-09;Las Vegas, Nevada, USA;USA;Blue;False;Welterweight;MALE;5;0;4;0;4,39;0,57;0,0;0,44;1,0;4;0;7;0;0;0;0;4;0;0;4;Switch;185,42;198,12;170;1;0;0;3,43;0,46;0,2;2,12;0,38;7;11;88;0;0;4;10;6;2;0;22;Orthodox;190,5;203,2;170;37;31;-1;4;-3;-18;-11;-81;0;-2;-2;-5,08;-5,08;-6;0,96;-0,2;-1,68;;;15,0;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;Red;KO/TKO;Punch;1,0;4:50;290,0;1100,0;800,0;1600,0;800,0;2000,0;-400,0
53;20241109gerald_meerschaert-reinier_de_ridder;Gerald Meerschaert;Reinier de Ridder;250,0;-310,0;250,0;32,2581;2024-11-09;Las Vegas, Nevada, USA;USA;Blue;False;Middleweight;MALE;3;0;0;0;3,24;0,57;1,3;6,39;0,38;0;0;0;0;0;0;0;0;0;0;0;Southpaw;193,04;198,12;185;0;2;0;3,1;0,45;1,5;2,01;0,35;3;9;43;0;0;0;0;1;11;0;12;Southpaw;185,42;195,58;185;36;34;0;-2;-3;-12;-9;-43;0;-1;-11;7,62;2,54;-2;0,14;-0,2;4,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Arm Triangle;3,0;1:44;704,0;700,0;200,0;600,0;165,0;1400,0;450,0
54;20241109gaston_bolanos-cortavious_romious;Gaston Bolanos;Cortavious Romious;205,0;-250,0;205,0;40,0;2024-11-09;Las Vegas, Nevada, USA;USA;Red;False;Bantamweight;MALE;3;0;1;0;2,1;0,37;1,0;1,97;0,66;1;1;4;0;0;0;1;0;0;0;1;Southpaw;162,56;172,72;135;1;0;0;3,74;0,5;0,0;0,78;1,0;1;1;5;0;0;0;1;0;0;0;1;Orthodox;170,18;175,26;135;32;30;-1;1;0;0;0;-1;0;0;0;-7,62;-2,54;-2;-1,64;1,0;1,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;550,0;275,0;3000,0;165,0;380,0;450,0
55;20241109luana_pinheiro-gillian_robertson;Luana Pinheiro;Gillian Robertson;360,0;-470,0;360,0;21,2766;2024-11-09;Las Vegas, Nevada, USA;USA;Blue;False;Women's Strawweight;FEMALE;3;0;2;0;2,89;0,48;1,0;2,68;0,39;2;6;37;0;0;0;2;2;7;0;11;Orthodox;165,1;160,02;115;2;0;0;3,42;0,4;0,2;1,8;0,33;4;2;13;0;0;1;1;1;0;0;4;Orthodox;157,48;157,48;115;31;29;-2;2;-2;7;4;24;0;1;7;7,62;2,54;-2;-0,53;0,8;0,88;;14,0;13,0;;;13,0;;;;;;;;;;;;;14,0;;;;;;;;;;;Red;U-DEC;;3,0;5:00;900,0;600,0;250,0;2200,0;110,0;900,0;500,0
56;20241109mansur_abdul-malik-dusko_todorovic;Mansur Abdul-Malik;Dusko Todorovic;-485,0;370,0;20,6186;370,0;2024-11-09;Las Vegas, Nevada, USA;USA;Red;False;Middleweight;MALE;3;1;0;0;5,35;0,57;0,0;0,92;0,12;2;4;14;0;0;0;1;3;0;0;4;Orthodox;185,42;187,96;185;0;1;0;6,61;0,54;0,0;0,0;0,0;1;0;2;0;0;0;0;1;0;0;1;Orthodox;187,96;200,66;185;27;30;1;-1;1;3;4;12;0;2;0;-2,54;-12,7;3;-1,26;0,0;0,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1,0;2:44;164,0;600,0;;800,0;;-250,0;
57;20241109karolina_kowalkiewicz-denise_gomes;Karolina Kowalkiewicz;Denise Gomes;;;;;2024-11-09;Las Vegas, Nevada, USA;USA;Blue;False;Women's Strawweight;FEMALE;3;0;1;0;4,55;0,5;0,9;0,72;0,25;2;2;15;0;0;1;1;2;0;0;4;Orthodox;157,48;160,02;115;1;0;0;5,54;0,43;0,2;0,31;0,22;4;8;46;1;0;2;6;0;1;0;9;Orthodox;160,02;162,56;115;39;24;-1;1;-2;-5;-6;-31;-1;2;-1;-2,54;-2,54;-15;-0,99;0,7;0,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;U-DEC;;3,0;5:00;900,0;;;;;;
58;20241109elizeu_zaleski_dos_santos-zachary_scroggin;Elizeu Zaleski dos Santos;Zachary Scroggin;;;;;2024-11-09;Las Vegas, Nevada, USA;USA;Red;False;Welterweight;MALE;3;0;0;0;2,4;0,37;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;Orthodox;190,5;187,96;170;1;0;1;4,33;0,41;0,5;0,7;0,2;7;4;40;0;0;2;4;3;1;0;10;Orthodox;180,34;185,42;170;37;28;-1;0;-7;-10;-4;-40;0;-3;-1;10,16;2,54;-9;-1,93;-0,5;-0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1,0;1:15;75,0;;;;;;
59;20241109matthew_semelsberger-charles_radtke;Matthew Semelsberger;Charles Radtke;;;;;2024-11-09;Las Vegas, Nevada, USA;USA;Blue;False;Welterweight;MALE;3;1;0;0;3,38;0,53;0,0;0,59;0,12;2;1;5;0;0;0;1;1;0;0;2;Orthodox;175,26;182,88;170;3;0;0;3,77;0,42;0,4;1,01;0,57;2;5;26;0;0;0;3;2;0;0;5;Switch;185,42;190,5;170;31;34;-2;0;0;-3;-4;-21;0;-1;0;-10,16;-7,62;3;-0,39;-0,4;-0,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;1,0;0:51;51,0;;;;;;
60;20241109cody_stamann-da'mon_blackshear;Cody Stamann;Da'Mon Blackshear;;;;;2024-11-09;Las Vegas, Nevada, USA;USA;Blue;False;Bantamweight;MALE;3;2;0;1;4,3;0,47;1,4;2,17;0,37;2;3;13;0;0;0;0;1;1;0;2;Switch;177,8;182,88;135;2;0;1;4,32;0,46;0,0;2,17;0,37;3;6;37;0;0;2;4;1;0;0;7;Orthodox;167,64;162,56;135;35;30;0;0;-1;-5;-3;-24;0;0;1;10,16;20,32;-5;-0,02;1,4;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Rear Naked Choke;1,0;4:19;259,0;;;;;;
61;20241109tresean_gore-antonio_trocoli;Tresean Gore;Antonio Trocoli;;;;;2024-11-09;Las Vegas, Nevada, USA;USA;Red;False;Middleweight;MALE;3;1;0;0;1,29;0,5;0,8;0,84;0,11;0;1;4;0;0;0;0;0;0;0;0;Orthodox;198,12;200,66;185;0;1;0;3,0;0,54;1,7;3,46;0,75;1;2;6;0;0;0;0;0;1;0;1;Switch;182,88;190,5;185;30;33;1;-1;-1;-1;-1;-2;0;0;-1;15,24;10,16;3;-1,71;-0,9;-2,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;SUB;Guillotine Choke;1,0;1:23;83,0;;;;;;
62;20241109melissa_mullins-klaudia_sygula;Melissa Mullins;Klaudia Sygula;;;;;2024-11-09;Las Vegas, Nevada, USA;USA;Red;False;Women's Bantamweight;FEMALE;3;0;0;0;1,89;0,37;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;Orthodox;172,72;175,26;135;1;0;0;3,43;0,56;0,0;1,53;0,37;1;1;5;0;0;0;1;0;0;0;1;Orthodox;170,18;172,72;135;33;25;-1;0;-1;-1;-1;-5;0;0;0;2,54;2,54;-8;-1,54;0,0;-1,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punches;2,0;1:20;380,0;;;;;;
63;20241102brandon_moreno-amir_albazi;Brandon Moreno;Amir Albazi;-180,0;150,0;55,5556;150,0;2024-11-02;Edmonton, Alberta, Canada;Canada;Red;False;Flyweight;MALE;5;0;5;0;2,72;0,34;0,5;1,39;0,32;5;0;13;0;0;1;1;1;2;0;5;Orthodox;165,1;172,72;125;2;0;2;3,99;0,43;0,4;1,59;0,46;3;5;53;6;0;1;2;3;3;0;9;Orthodox;170,18;177,8;125;30;31;-2;5;2;-4;-5;-40;-6;-2;-1;-5,08;-5,08;1;-1,27;0,1;-0,2;;3,0;2,0;;;;;;;;;;;;2,0;;;;;;;;;;;;;3,0;;Red;U-DEC;;5,0;5:00;1500,0;130,0;215,0;800,0;1100,0;400,0;1600,0
64;20241102erin_blanchfield-rose_namajunas;Erin Blanchfield;Rose Namajunas;-155,0;130,0;64,5161;130,0;2024-11-02;Edmonton, Alberta, Canada;Canada;Red;False;Women's Flyweight;FEMALE;3;0;2;0;3,71;0,42;0,4;1,46;0,5;3;5;52;7;0;2;4;2;3;0;11;Orthodox;165,1;165,1;125;1;0;0;5,24;0,44;0,8;1,86;0,31;6;1;19;0;0;0;3;0;3;0;6;Orthodox;162,56;167,64;125;25;32;-1;2;-3;5;4;33;7;2;0;2,54;-2,54;7;-1,53;-0,4;-0,4;;5,0;3,0;3,0;;;;;;;;;;;;7,0;5,0;;;;;;;;;;;;6,0;Red;U-DEC;;5,0;5:00;1500,0;140,0;180,0;450,0;1600,0;1600,0;650,0
65;20241102caio_machado-brendson_ribeiro;Caio Machado;Brendson Ribeiro;-192,0;160,0;52,0833;160,0;2024-11-02;Edmonton, Alberta, Canada;Canada;Blue;False;Light Heavyweight;MALE;3;2;0;0;3,16;0,42;0,4;1,27;0,5;1;2;5;0;0;0;0;1;0;0;1;Orthodox;190,5;205,74;205;2;0;0;5,82;0,53;0,0;0,0;0,0;1;2;9;0;0;0;1;0;0;0;1;Southpaw;193,04;198,12;250;30;28;0;0;0;0;0;-4;0;1;0;-2,54;7,62;-2;-2,66;0,4;1,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;S-DEC;;3,0;5:00;900,0;300,0;500,0;800,0;600,0;200,0;350,0
66;20241102ariane_da_silva-jasmine_jasudavicius;Ariane da Silva;Jasmine Jasudavicius;190,0;-250,0;190,0;40,0;2024-11-02;Edmonton, Alberta, Canada;Canada;Blue;False;Women's Flyweight;FEMALE;3;0;2;0;3,7;0,44;0,6;2,5;0,43;2;2;24;0;0;0;5;0;1;0;6;Orthodox;170,18;172,72;125;1;0;0;4,04;0,41;0,3;0,52;0,55;3;6;29;0;0;1;3;0;2;0;6;Orthodox;167,64;170,18;125;30;35;-1;2;-1;0;-4;-5;0;0;-1;2,54;2,54;5;-0,34;0,3;1,98;;14,0;13,0;13,0;;;;;;;;;;;;;14,0;;;;;;;;;;;;;Red;SUB;D'Arce Choke;3,0;2:28;748,0;300,0;-110,0;2000,0;450,0;800,0;750,0
67;20241102marc-andre_barriault-dustin_stoltzfus;Marc-Andre Barriault;Dustin Stoltzfus;-270,0;220,0;37,037;220,0;2024-11-02;Edmonton, Alberta, Canada;Canada;Blue;False;Middleweight;MALE;3;1;0;0;3,47;0,44;1,1;2,31;0,41;1;5;17;0;0;0;1;1;1;0;3;Orthodox;182,88;190,5;185;2;0;0;5,98;0,47;0,1;0,21;0,25;2;7;31;0;0;0;2;2;1;0;5;Orthodox;185,42;187,96;185;34;32;-1;0;-1;-2;-2;-14;0;-1;0;-2,54;2,54;-2;-2,51;1,0;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neither;KO/TKO;Punch;1,0;4:28;268,0;150,0;350,0;1800,0;800,0;225,0;800,0
